ccode;country;year;imports;exports;alt_imports;alt_exports;source1;source2;version
2;United States of America;1870;450;418;-9;-9;2;2;3
2;United States of America;1871;534;475;-9;-9;2;2;3
2;United States of America;1872;632;474;-9;-9;2;2;3
2;United States of America;1873;342.03;626.59;-9;-9;2;2;3
2;United States of America;1874;576;619;-9;-9;2;2;3
2;United States of America;1875;533;545.06;-9;-9;2;2;3
2;United States of America;1876;469;565;-9;-9;2;2;3
2;United States of America;1877;466;632;-9;-9;2;2;3
2;United States of America;1878;453;720;-9;-9;2;2;3
2;United States of America;1879;461;730;-9;-9;2;2;3
2;United States of America;1880;667.95;835.63;-9;-9;2;2;3
2;United States of America;1881;654;919;-9;-9;2;2;3
2;United States of America;1882;733;768;-9;-9;2;2;3
2;United States of America;1883;734;841;-9;-9;2;2;3
2;United States of America;1884;683;767;-9;-9;2;2;3
2;United States of America;1885;577.52;726.68;-9;-9;2;2;3
2;United States of America;1886;653;710;-9;-9;2;2;3
2;United States of America;1887;709;742;-9;-9;2;2;3
2;United States of America;1888;739;724;-9;-9;2;2;3
2;United States of America;1889;763;779;-9;-9;2;2;3
2;United States of America;1890;789.31;845.29;-9;-9;2;2;3
2;United States of America;1891;863;907;-9;-9;2;2;3
2;United States of America;1892;847;1063;-9;-9;2;2;3
2;United States of America;1893;889;889;-9;-9;2;2;3
2;United States of America;1894;668;942;-9;-9;2;2;3
2;United States of America;1895;779.72;863.2;-9;-9;2;2;3
2;United States of America;1896;809;944;-9;-9;2;2;3
2;United States of America;1897;796;1113;-9;-9;2;2;3
2;United States of America;1898;647;1286;-9;-9;2;2;3
2;United States of America;1899;728;1283;-9;-9;2;2;3
2;United States of America;1900;823.17;1460.46;-9;-9;2;2;3
2;United States of America;1901;859;1552;-9;-9;2;2;3
2;United States of America;1902;931;1432;-9;-9;2;2;3
2;United States of America;1903;1050;1464;-9;-9;2;2;3
2;United States of America;1904;1019;1510;-9;-9;2;2;3
2;United States of America;1905;1226.56;1743.86;-9;-9;2;2;3
2;United States of America;1906;1271;1810;-9;-9;2;2;3
2;United States of America;1907;1458;1938;-9;-9;2;2;3
2;United States of America;1908;1228;1919;-9;-9;2;2;3
2;United States of America;1909;1326;1719;-9;-9;2;2;3
2;United States of America;1910;1527.22;2049.32;-9;-9;2;2;3
2;United States of America;1911;1573;2114;-9;-9;2;2;3
2;United States of America;1912;1700;2269;-9;-9;2;2;3
2;United States of America;1913;1792.59;2484.01;-9;-9;2;2;3
2;United States of America;1914;1924;2420;-9;-9;2;2;3
2;United States of America;1915;1703;2820;-9;-9;2;2;3
2;United States of America;1916;2424;5554;-9;-9;2;2;3
2;United States of America;1917;3005;6318;-9;-9;2;2;3
2;United States of America;1918;3105;6402;-9;-9;2;2;3
2;United States of America;1919;3993;8159;-9;-9;2;2;3
2;United States of America;1920;5278.48;8228.01;-9;-9;2;2;3
2;United States of America;1921;2572;4537;-9;-9;2;2;3
2;United States of America;1922;3184;3895;-9;-9;2;2;3
2;United States of America;1923;3866;4239;-9;-9;2;2;3
2;United States of America;1924;3684;4701;-9;-9;2;2;3
2;United States of America;1925;4292;5009;-9;-9;2;2;3
2;United States of America;1926;4501;4901;-9;-9;2;2;3
2;United States of America;1927;4240;4941;-9;-9;2;2;3
2;United States of America;1928;4159;5215;-9;-9;2;2;3
2;United States of America;1929;4463;5324;-9;-9;2;2;3
2;United States of America;1930;3061;3843;-9;-9;2;2;3
2;United States of America;1931;2119;2451;-9;-9;2;2;3
2;United States of America;1932;1342;1625;-9;-9;2;2;3
2;United States of America;1933;1510;1694;-9;-9;2;2;3
2;United States of America;1934;1758;2149;-9;-9;2;2;3
2;United States of America;1935;2047;2283;-9;-9;2;2;3
2;United States of America;1936;2605;2468;-9;-9;2;2;3
2;United States of America;1937;3176;3361;-9;-9;2;2;3
2;United States of America;1938;1960;3094;-9;-9;2;2;3
2;United States of America;1939;2403;3192;-9;-9;2;2;3
2;United States of America;1940;2684;4025;-9;-9;2;2;3
2;United States of America;1941;3392;5153;-9;-9;2;2;3
2;United States of America;1942;2797;8081;-9;-9;2;2;3
2;United States of America;1943;3409;12996;-9;-9;2;2;3
2;United States of America;1944;3952;14386;-9;-9;2;2;3
2;United States of America;1945;4186;9897;-9;-9;2;2;3
2;United States of America;1946;5000;9775;-9;-9;2;2;3
2;United States of America;1947;5824;15369;-9;-9;2;2;3
2;United States of America;1948;7717;12478;-9;-9;1;1;3
2;United States of America;1949;7163;11920;-9;-9;1;1;3
2;United States of America;1950;9145;10227;-9;-9;1;1;3
2;United States of America;1951;11401.8;14924;-9;-9;1;1;3
2;United States of America;1952;11228;14952;-9;-9;1;1;3
2;United States of America;1953;11469;15337;-9;-9;1;1;3
2;United States of America;1954;10675;14699;-9;-9;1;1;3
2;United States of America;1955;11857;15418;-9;-9;1;1;3
2;United States of America;1956;13348;18870;-9;-9;1;1;3
2;United States of America;1957;13879;20609;-9;-9;1;1;3
2;United States of America;1958;14491.6;17841.2;-9;-9;1;1;3
2;United States of America;1959;16780;17569;-9;-9;1;1;3
2;United States of America;1960;16169.7;20532;-9;-9;1;1;3
2;United States of America;1961;15735.6;20954;-9;-9;1;1;3
2;United States of America;1962;17521.9;21614;-9;-9;1;1;3
2;United States of America;1963;18376.9;23272;-9;-9;1;1;3
2;United States of America;1964;20079.5;26477;-9;-9;1;1;3
2;United States of America;1965;22914.9;27370.8;-9;-9;1;1;3
2;United States of America;1966;27732.3;30400.4;-9;-9;1;1;3
2;United States of America;1967;28753.3;31557.4;-9;-9;1;1;3
2;United States of America;1968;35367.3;34557.6;-9;-9;1;1;3
2;United States of America;1969;38407.9;37950;-9;-9;1;1;3
2;United States of America;1970;42698.5;43204.8;-9;-9;1;1;3
2;United States of America;1971;48738.1;44128.6;-9;-9;1;1;3
2;United States of America;1972;59326;49793.6;-9;-9;1;1;3
2;United States of America;1973;74275.6;71407.7;-9;-9;1;1;3
2;United States of America;1974;110088;98564.7;-9;-9;1;1;3
2;United States of America;1975;105498;107648;-9;-9;1;1;3
2;United States of America;1976;132214;115074;-9;-9;1;1;3
2;United States of America;1977;160427;121306;-9;-9;1;1;3
2;United States of America;1978;186047;143762;-9;-9;1;1;3
2;United States of America;1979;222332;182006;-9;-9;1;1;3
2;United States of America;1980;257098;220781;-9;-9;1;1;3
2;United States of America;1981;273481;233914;-9;-9;1;1;3
2;United States of America;1982;254934;212452;-9;-9;1;1;3
2;United States of America;1983;269944;200663;-9;-9;1;1;3
2;United States of America;1984;341241;218070;-9;-9;1;1;3
2;United States of America;1985;361692;213335;-9;-9;1;1;3
2;United States of America;1986;387136;217451;-9;-9;1;1;3
2;United States of America;1987;424125;252998;-9;-9;1;1;3
2;United States of America;1988;459800;319452;-9;-9;1;1;3
2;United States of America;1989;493355;363875;-9;-9;1;1;3
2;United States of America;1990;517020;393106;-9;-9;1;1;3
2;United States of America;1991;509321;421859;-9;-9;1;1;3
2;United States of America;1992;552613;447389;-9;-9;1;1;3
2;United States of America;1993;603009;465944;-9;-9;1;1;3
2;United States of America;1994;689372;512480;-9;-9;1;1;3
2;United States of America;1995;771093;583552;-9;-9;1;1;3
2;United States of America;1996;817851;623053;-9;-9;1;1;3
2;United States of America;1997;898711;687694;-9;-9;1;1;3
2;United States of America;1998;944692;680493;-9;-9;1;1;3
2;United States of America;1999;1048480;690778;-9;-9;1;1;3
2;United States of America;2000;1238240;772124;-9;-9;1;1;3
2;United States of America;2001;1180160;731002;-9;-9;1;1;3
2;United States of America;2002;1202410;693226;-9;-9;1;1;3
2;United States of America;2003;1305310;723704;-9;-9;1;1;3
2;United States of America;2004;1525470;816471;-9;-9;1;1;3
2;United States of America;2005;1732510;904257;-9;-9;1;1;3
2;United States of America;2006;1919260;1037070;-9;-9;1;1;3
2;United States of America;2007;2017410;1162710;-9;-9;2;2;3
2;United States of America;2008;2166020;1300190;-9;-9;2;2;3
2;United States of America;2009;1603580;1057050;-9;-9;2;2;3
20;Canada;1920;1148.52;1115.02;-9;-9;2;2;3
20;Canada;1921;686.42;689.19;-9;-9;2;2;3
20;Canada;1922;708.69;822.05;-9;-9;2;2;3
20;Canada;1923;898.35;1009.69;-9;-9;2;2;3
20;Canada;1924;786.82;1030.14;-9;-9;2;2;3
20;Canada;1925;887.6;1248.62;-9;-9;2;2;3
20;Canada;1926;1006.73;1286.52;-9;-9;2;2;3
20;Canada;1927;1085.48;1216.65;-9;-9;2;2;3
20;Canada;1928;1219.87;1347.17;-9;-9;2;2;3
20;Canada;1929;1296.4;1180.05;-9;-9;2;2;3
20;Canada;1930;996.93;873.3;-9;-9;2;2;3
20;Canada;1931;626.84;604.12;-9;-9;2;2;3
20;Canada;1932;385.17;420.22;-9;-9;2;2;3
20;Canada;1933;351.04;465.26;-9;-9;2;2;3
20;Canada;1934;309.11;393.3;-9;-9;2;2;3
20;Canada;1935;557.18;747.64;-9;-9;2;2;3
20;Canada;1936;629.15;934.74;-9;-9;2;2;3
20;Canada;1937;809.38;1005.07;-9;-9;2;2;3
20;Canada;1938;376.81;848.57;-9;-9;2;2;3
20;Canada;1939;751.04;924.91;-9;-9;2;2;3
20;Canada;1940;974.77;1074.77;-9;-9;2;2;3
20;Canada;1941;1305.4;1477.47;-9;-9;2;2;3
20;Canada;1942;1481.07;2148.64;-9;-9;2;2;3
20;Canada;1943;1563.06;2703.6;-9;-9;2;2;3
20;Canada;1944;1584.68;3137.83;-9;-9;2;2;3
20;Canada;1945;1403.2;2946.18;-9;-9;2;2;3
20;Canada;1946;1778.46;2230.46;-9;-9;2;2;3
20;Canada;1947;2561.13;2797.94;-9;-9;2;2;3
20;Canada;1948;2993.7;3188.4;-9;-9;1;1;3
20;Canada;1949;3027.1;3025.7;-9;-9;1;1;3
20;Canada;1950;3303.2;3013.8;-9;-9;1;1;3
20;Canada;1951;4331.4;5935.5;-9;-9;1;1;3
20;Canada;1952;4632.5;4637.1;-9;-9;1;1;3
20;Canada;1953;4979.3;4415.4;-9;-9;1;1;3
20;Canada;1954;4700;4208;-9;-9;1;1;3
20;Canada;1955;5336.4;4610.6;-9;-9;1;1;3
20;Canada;1956;6521.5;5212.6;-9;-9;1;1;3
20;Canada;1957;6521.6;5323.3;-9;-9;1;1;3
20;Canada;1958;5958.8;5260.2;-9;-9;1;1;3
20;Canada;1959;6525;5603.9;-9;-9;1;1;3
20;Canada;1960;6468;5825.4;-9;-9;1;1;3
20;Canada;1961;6436;6100.1;-9;-9;1;1;3
20;Canada;1962;6592.5;6195.9;-9;-9;1;1;3
20;Canada;1963;6808.6;6752.8;-9;-9;1;1;3
20;Canada;1964;7829;8040.3;-9;-9;1;1;3
20;Canada;1965;9113.6;8462;-9;-9;1;1;3
20;Canada;1966;10680;9952.4;-9;-9;1;1;3
20;Canada;1967;11496.3;10973.9;-9;-9;1;1;3
20;Canada;1968;13043.4;13068.3;-9;-9;1;1;3
20;Canada;1969;14877.9;14291.8;-9;-9;1;1;3
20;Canada;1970;15182.2;16747.3;-9;-9;1;1;3
20;Canada;1971;17573.6;18370.4;-9;-9;1;1;3
20;Canada;1972;21355;21165;-9;-9;1;1;3
20;Canada;1973;26430.7;26434.9;-9;-9;1;1;3
20;Canada;1974;36766.7;34511.4;-9;-9;1;1;3
20;Canada;1975;38672.5;34073.8;-9;-9;1;1;3
20;Canada;1976;43096.6;40598.1;-9;-9;1;1;3
20;Canada;1977;45097;43554.3;-9;-9;1;1;3
20;Canada;1978;49540.7;48429;-9;-9;1;1;3
20;Canada;1979;60837.2;58297.7;-9;-9;1;1;3
20;Canada;1980;67104.6;67730.2;-9;-9;1;1;3
20;Canada;1981;74789.7;72727.4;-9;-9;1;1;3
20;Canada;1982;62388.6;71240.5;-9;-9;1;1;3
20;Canada;1983;69482.3;76746.6;-9;-9;1;1;3
20;Canada;1984;83521.1;90295.3;-9;-9;1;1;3
20;Canada;1985;86540.3;90781.7;-9;-9;1;1;3
20;Canada;1986;91638.9;89711.4;-9;-9;1;1;3
20;Canada;1987;99485;98107.9;-9;-9;1;1;3
20;Canada;1988;121113;116421;-9;-9;1;1;3
20;Canada;1989;129095;120677;-9;-9;1;1;3
20;Canada;1990;131642;126447;-9;-9;1;1;3
20;Canada;1991;132498;126161;-9;-9;1;1;3
20;Canada;1992;137328;133447;-9;-9;1;1;3
20;Canada;1993;148406;140749;-9;-9;1;1;3
20;Canada;1994;166672;161269;-9;-9;1;1;3
20;Canada;1995;179623;190181;-9;-9;1;1;3
20;Canada;1996;187049;200146;-9;-9;1;1;3
20;Canada;1997;215023;213022;-9;-9;1;1;3
20;Canada;1998;219180;211355;-9;-9;1;1;3
20;Canada;1999;235593;237338;-9;-9;1;1;3
20;Canada;2000;262776;275184;-9;-9;1;1;3
20;Canada;2001;243645;261300;-9;-9;1;1;3
20;Canada;2002;244187;252382;-9;-9;1;1;3
20;Canada;2003;263342;271593;-9;-9;1;1;3
20;Canada;2004;299068;315950;-9;-9;1;1;3
20;Canada;2005;344379;359485;-9;-9;1;1;3
20;Canada;2006;383553;389488;-9;-9;1;1;3
20;Canada;2007;418435;420295;-9;-9;2;2;3
20;Canada;2008;449078;456422;-9;-9;2;2;3
20;Canada;2009;353008;316190;-9;-9;2;2;3
31;Bahamas;1973;765.11;529.73;-9;-9;1;1;3
31;Bahamas;1974;1908.41;1443.64;-9;-9;1;1;3
31;Bahamas;1975;2867.42;2508.33;-9;-9;1;1;3
31;Bahamas;1976;3124.44;2992.38;-9;-9;1;1;3
31;Bahamas;1977;3348.65;3260.64;-9;-9;1;1;3
31;Bahamas;1978;3149.45;3057.44;-9;-9;1;1;3
31;Bahamas;1979;3513.83;3784.71;-9;-9;1;1;3
31;Bahamas;1980;7546;4827.97;-9;-9;2;1;3
31;Bahamas;1981;2745.91;6130.5;-9;-9;1;1;3
31;Bahamas;1982;1802.56;4512.67;-9;-9;1;1;3
31;Bahamas;1983;3229.58;3968.72;-9;-9;1;1;3
31;Bahamas;1984;4097.93;3401.15;-9;-9;1;1;3
31;Bahamas;1985;3192.74;2633.25;-9;-9;1;1;3
31;Bahamas;1986;3288.15;2701.6;-9;-9;1;1;3
31;Bahamas;1987;3040.94;2728.19;-9;-9;1;1;3
31;Bahamas;1988;1943.55;2146.07;-9;-9;1;1;3
31;Bahamas;1989;3002.2;2785.53;-9;-9;1;1;3
31;Bahamas;1990;2312.27;990.32;-9;-9;1;1;3
31;Bahamas;1991;2223.71;863.71;-9;-9;1;1;3
31;Bahamas;1992;2497.09;1056.99;-9;-9;1;1;3
31;Bahamas;1993;3272.74;869.78;-9;-9;1;1;3
31;Bahamas;1994;2646.8;581.5;-9;-9;1;1;3
31;Bahamas;1995;2189.62;595.93;-9;-9;1;1;3
31;Bahamas;1996;3810.53;581.11;-9;-9;1;1;3
31;Bahamas;1997;1621.56;181.38;-9;-9;1;1;3
31;Bahamas;1998;2795.24;542.39;-9;-9;1;1;3
31;Bahamas;1999;3206.89;770.69;-9;-9;1;1;3
31;Bahamas;2000;3930.77;875.07;-9;-9;1;1;3
31;Bahamas;2001;3414.14;906.9;-9;-9;1;1;3
31;Bahamas;2002;5810.39;1220.18;-9;-9;1;1;3
31;Bahamas;2003;5492.4;1408.29;-9;-9;1;1;3
31;Bahamas;2004;5527.97;1491.9;-9;-9;1;1;3
31;Bahamas;2005;9218.09;2196.5;-9;-9;1;1;3
31;Bahamas;2006;12056.4;2068.64;-9;-9;1;1;3
31;Bahamas;2007;10779;2113.06;-9;-9;2;2;3
31;Bahamas;2008;13871.5;2696.37;-9;-9;2;2;3
31;Bahamas;2009;11703.3;2058.69;-9;-9;2;2;3
40;Cuba;1902;65;51;-9;-9;2;2;3
40;Cuba;1903;59;78;-9;-9;2;2;3
40;Cuba;1904;70;93;-9;-9;2;2;3
40;Cuba;1905;112.27;103.22;-9;-9;2;2;3
40;Cuba;1906;104;105;-9;-9;2;2;3
40;Cuba;1909;84;116;-9;-9;2;2;3
40;Cuba;1910;103.67;124.74;-9;-9;2;2;3
40;Cuba;1911;113;123;-9;-9;2;2;3
40;Cuba;1912;123;172;-9;-9;2;2;3
40;Cuba;1913;140;164;-9;-9;2;2;3
40;Cuba;1914;115.78;172.75;-9;-9;2;2;3
40;Cuba;1915;150.47;246.15;-9;-9;2;2;3
40;Cuba;1916;236.36;339.45;-9;-9;2;2;3
40;Cuba;1917;259.48;349.23;-9;-9;2;2;3
40;Cuba;1918;283.33;393.48;-9;-9;2;2;3
40;Cuba;1919;84.37;558.11;-9;-9;2;2;3
40;Cuba;1920;557.01;794.94;-9;-9;2;2;3
40;Cuba;1921;354.4;278.06;-9;-9;2;2;3
40;Cuba;1922;180.3;325.47;-9;-9;2;2;3
40;Cuba;1923;268.85;421.07;-9;-9;2;2;3
40;Cuba;1924;289.83;434.86;-9;-9;2;2;3
40;Cuba;1925;296;354;-9;-9;2;2;3
40;Cuba;1926;260.82;301.7;-9;-9;2;2;3
40;Cuba;1927;257.38;322.7;-9;-9;2;2;3
40;Cuba;1928;212.81;278.07;-9;-9;2;2;3
40;Cuba;1929;216.21;272.44;-9;-9;2;2;3
40;Cuba;1930;162.5;167.39;-9;-9;2;2;3
40;Cuba;1931;80.11;118.86;-9;-9;2;2;3
40;Cuba;1932;51.02;80.67;-9;-9;2;2;3
40;Cuba;1933;42.36;84.39;-9;-9;2;2;3
40;Cuba;1934;73.41;107.74;-9;-9;2;2;3
40;Cuba;1935;95;128;-9;-9;2;2;3
40;Cuba;1936;103.21;154.84;-9;-9;2;2;3
40;Cuba;1937;129.57;186.07;-9;-9;2;2;3
40;Cuba;1938;106;142;-9;-9;2;2;3
40;Cuba;1939;105.9;147.69;-9;-9;2;2;3
40;Cuba;1940;103.9;127.9;-9;-9;2;2;3
40;Cuba;1941;133.89;211.5;-9;-9;2;2;3
40;Cuba;1942;146.69;182.39;-9;-9;2;2;3
40;Cuba;1943;177.39;351.5;-9;-9;2;2;3
40;Cuba;1944;208.3;433.39;-9;-9;2;2;3
40;Cuba;1945;238.39;409.89;-9;-9;2;2;3
40;Cuba;1946;299.5;475.79;-9;-9;2;2;3
40;Cuba;1947;519.7;746.59;-9;-9;2;2;3
40;Cuba;1948;578.6;708.9;-9;-9;1;1;3
40;Cuba;1949;493.79;575.9;-9;-9;1;1;3
40;Cuba;1950;563.09;639.1;-9;-9;1;1;3
40;Cuba;1951;700.59;764.2;-9;-9;1;1;3
40;Cuba;1952;676.93;671.7;-9;-9;1;1;3
40;Cuba;1953;536.25;633.5;-9;-9;1;1;3
40;Cuba;1954;536.47;538.7;-9;-9;1;1;3
40;Cuba;1955;632.39;593.6;-9;-9;1;1;3
40;Cuba;1956;713.35;666.1;-9;-9;1;1;3
40;Cuba;1957;849.53;806.6;-9;-9;1;1;3
40;Cuba;1958;808;763;-9;-9;2;2;3
40;Cuba;1959;742;638;-9;-9;2;2;3
40;Cuba;1960;638;618;-9;-9;2;2;3
40;Cuba;1961;703;625;-9;-9;2;2;3
40;Cuba;1962;759;521;-9;-9;2;2;3
40;Cuba;1963;4.9;8.6;-9;-9;1;1;3
40;Cuba;1964;1019;714;-9;-9;2;2;3
40;Cuba;1965;866;686;-9;-9;2;2;3
40;Cuba;1966;926;593;-9;-9;2;2;3
40;Cuba;1967;998;711;-9;-9;2;2;3
40;Cuba;1968;1095;650;-9;-9;2;2;3
40;Cuba;1969;1168;664;-9;-9;2;2;3
40;Cuba;1970;1310;1050;-9;-9;2;2;3
40;Cuba;1971;1390;861;-9;-9;2;2;3
40;Cuba;1972;1293;835;-9;-9;2;2;3
40;Cuba;1973;1780;1400;-9;-9;2;2;3
40;Cuba;1974;2690;2690;-9;-9;2;2;3
40;Cuba;1975;3767;3572;-9;-9;2;2;3
40;Cuba;1976;3879;3284;-9;-9;2;2;3
40;Cuba;1977;4362;3669;-9;-9;2;2;3
40;Cuba;1978;4751;4575;-9;-9;2;2;3
40;Cuba;1979;5089;4829;-9;-9;2;2;3
40;Cuba;1980;6409;5593;-9;-9;2;2;3
40;Cuba;1981;2215.33;1474.06;-9;-9;1;1;3
40;Cuba;1982;1750.63;1285.41;-9;-9;1;1;3
40;Cuba;1983;1808.95;1046.88;-9;-9;1;1;3
40;Cuba;1984;2559.26;934.24;-9;-9;1;1;3
40;Cuba;1985;3294.23;1111.97;-9;-9;1;1;3
40;Cuba;1986;2807.89;949.53;-9;-9;1;1;3
40;Cuba;1987;2148.08;1224.37;-9;-9;1;1;3
40;Cuba;1988;3020.49;1603.36;-9;-9;1;1;3
40;Cuba;1989;3244.2;1667.51;-9;-9;1;1;3
40;Cuba;1990;2955.71;1357.39;-9;-9;1;1;3
40;Cuba;1991;2360.57;1065.13;-9;-9;1;1;3
40;Cuba;1992;1517.11;1163.98;-9;-9;1;1;3
40;Cuba;1993;1563.05;1144.51;-9;-9;1;1;3
40;Cuba;1994;1883.71;1376.66;-9;-9;1;1;3
40;Cuba;1995;2674.98;1499.45;-9;-9;1;1;3
40;Cuba;1996;3051.49;1956.38;-9;-9;1;1;3
40;Cuba;1997;2513.38;1743.77;-9;-9;1;1;3
40;Cuba;1998;2977.24;1484.07;-9;-9;1;1;3
40;Cuba;1999;2894.36;1438.05;-9;-9;1;1;3
40;Cuba;2000;3810.28;1566.94;-9;-9;1;1;3
40;Cuba;2001;3552.3;1581.19;-9;-9;1;1;3
40;Cuba;2002;3011.3;1516.17;-9;-9;1;1;3
40;Cuba;2003;2962.57;1636.9;-9;-9;1;1;3
40;Cuba;2004;4754.45;2198.71;-9;-9;1;1;3
40;Cuba;2005;6675.57;2163.46;-9;-9;1;1;3
40;Cuba;2006;8695.08;2587.23;-9;-9;1;1;3
40;Cuba;2007;10204.8;3446.81;-9;-9;2;2;3
40;Cuba;2008;13950.6;3089.42;-9;-9;2;2;3
40;Cuba;2009;8299.24;2236.27;-9;-9;2;2;3
41;Haiti;1870;6.03;8.5;-9;-9;2;2;3
41;Haiti;1871;5.98;8.13;-9;-9;2;2;3
41;Haiti;1872;5.94;7.76;-9;-9;2;2;3
41;Haiti;1873;5.88;7.4;-9;-9;2;2;3
41;Haiti;1874;5.84;7.05;-9;-9;2;2;3
41;Haiti;1875;5.78;6.69;-9;-9;2;2;3
41;Haiti;1876;5.73;6.32;-9;-9;2;2;3
41;Haiti;1877;6.01;6.28;-9;-9;2;2;3
41;Haiti;1878;6.28;6.21;-9;-9;2;2;3
41;Haiti;1879;6.55;6.17;-9;-9;2;2;3
41;Haiti;1880;6.82;6.11;-9;-9;2;2;3
41;Haiti;1881;7.09;6.07;-9;-9;2;2;3
41;Haiti;1882;7.82;6.71;-9;-9;2;2;3
41;Haiti;1883;8.55;7.36;-9;-9;2;2;3
41;Haiti;1884;9.27;8.02;-9;-9;2;2;3
41;Haiti;1885;10.01;8.67;-9;-9;2;2;3
41;Haiti;1886;10.75;9.31;-9;-9;2;2;3
41;Haiti;1887;11.47;9.97;-9;-9;2;2;3
41;Haiti;1888;12.21;10.61;-9;-9;2;2;3
41;Haiti;1889;12.93;11.27;-9;-9;2;2;3
41;Haiti;1890;13.67;11.92;-9;-9;2;2;3
41;Haiti;1891;14.39;12.56;-9;-9;2;2;3
41;Haiti;1892;12.35;12.88;-9;-9;2;2;3
41;Haiti;1893;10.31;13.18;-9;-9;2;2;3
41;Haiti;1894;8.27;13.5;-9;-9;2;2;3
41;Haiti;1895;6.03;13.61;-9;-9;2;2;3
41;Haiti;1896;5.93;9.15;-9;-9;2;2;3
41;Haiti;1897;6.11;12.42;-9;-9;2;2;3
41;Haiti;1898;5.23;12.36;-9;-9;2;2;3
41;Haiti;1899;3.71;12.38;-9;-9;2;2;3
41;Haiti;1900;6.84;13.33;-9;-9;2;2;3
41;Haiti;1901;5.23;12.38;-9;-9;2;2;3
41;Haiti;1902;6.88;10.82;-9;-9;2;2;3
41;Haiti;1903;6.98;10.47;-9;-9;2;2;3
41;Haiti;1904;7.07;10.13;-9;-9;2;2;3
41;Haiti;1905;7.17;9.77;-9;-9;2;2;3
41;Haiti;1906;7.28;9.43;-9;-9;2;2;3
41;Haiti;1907;7.38;9.09;-9;-9;2;2;3
41;Haiti;1908;7.48;8.73;-9;-9;2;2;3
41;Haiti;1909;7.59;8.39;-9;-9;2;2;3
41;Haiti;1910;7.68;7.94;-9;-9;2;2;3
41;Haiti;1911;8.32;14.53;-9;-9;2;2;3
41;Haiti;1912;8.27;15.58;-9;-9;2;2;3
41;Haiti;1913;8.47;16.55;-9;-9;2;2;3
41;Haiti;1914;-9;-9;-9;-9;2;2;3
41;Haiti;1915;-9;-9;-9;-9;2;2;3
41;Haiti;1934;8.23;7.12;-9;-9;2;2;3
41;Haiti;1935;7.58;9.44;-9;-9;2;2;3
41;Haiti;1936;9.21;8.97;-9;-9;2;2;3
41;Haiti;1937;7.59;6.94;-9;-9;2;2;3
41;Haiti;1938;8.18;7.26;-9;-9;2;2;3
41;Haiti;1939;7;6;-9;-9;2;2;3
41;Haiti;1940;7.94;5.4;-9;-9;2;2;3
41;Haiti;1941;7.44;6.65;-9;-9;2;2;3
41;Haiti;1942;8.46;8.57;-9;-9;2;2;3
41;Haiti;1943;9.84;10.61;-9;-9;2;2;3
41;Haiti;1944;16.03;16.1;-9;-9;2;2;3
41;Haiti;1945;13.16;17.11;-9;-9;2;2;3
41;Haiti;1946;28;28;-9;-9;2;2;3
41;Haiti;1947;31.5;31.6;-9;-9;2;2;3
41;Haiti;1948;30.4;29.3;-9;-9;1;1;3
41;Haiti;1949;32.9;34.7;-9;-9;1;1;3
41;Haiti;1950;37.1;37.8;-9;-9;1;1;3
41;Haiti;1951;43;50.1;-9;-9;1;1;3
41;Haiti;1952;51.9;51.4;-9;-9;1;1;3
41;Haiti;1953;42.8;37.6;-9;-9;1;1;3
41;Haiti;1954;47.1;54.5;-9;-9;1;1;3
41;Haiti;1955;39.5;36.3;-9;-9;1;1;3
41;Haiti;1956;46.1;41.7;-9;-9;1;1;3
41;Haiti;1957;40;34;-9;-9;2;2;3
41;Haiti;1958;43;39;-9;-9;2;2;3
41;Haiti;1959;31.7;27.6;-9;-9;1;1;3
41;Haiti;1960;38.89;38.05;-9;-9;1;1;3
41;Haiti;1961;32.72;30.42;-9;-9;1;1;3
41;Haiti;1962;37.02;40.87;-9;-9;1;1;3
41;Haiti;1963;35.7;43.3;-9;-9;1;1;3
41;Haiti;1964;35.7;37.9;-9;-9;1;1;3
41;Haiti;1965;37;37.77;-9;-9;1;1;3
41;Haiti;1966;35.91;38.37;-9;-9;1;1;3
41;Haiti;1967;37.79;32.33;-9;-9;1;1;3
41;Haiti;1968;36.44;35.75;-9;-9;1;1;3
41;Haiti;1969;43.44;37.07;-9;-9;1;1;3
41;Haiti;1970;51.62;40.51;-9;-9;1;1;3
41;Haiti;1971;58.86;48.23;-9;-9;1;1;3
41;Haiti;1972;65.43;42.3;-9;-9;1;1;3
41;Haiti;1973;76.15;51.17;-9;-9;1;1;3
41;Haiti;1974;110.15;71.29;-9;-9;1;1;3
41;Haiti;1975;141.9;81.14;-9;-9;1;1;3
41;Haiti;1976;200.01;117.42;-9;-9;1;1;3
41;Haiti;1977;207.34;143.21;-9;-9;1;1;3
41;Haiti;1978;219.8;158.79;-9;-9;1;1;3
41;Haiti;1979;266.12;147.7;-9;-9;1;1;3
41;Haiti;1980;354.18;225.74;-9;-9;1;1;3
41;Haiti;1981;376.41;153.17;-9;-9;1;1;3
41;Haiti;1982;547.59;177.75;-9;-9;1;1;3
41;Haiti;1983;633.21;166.07;-9;-9;1;1;3
41;Haiti;1984;688.45;179.27;-9;-9;1;1;3
41;Haiti;1985;603.3;168.47;-9;-9;1;1;3
41;Haiti;1986;360.67;184.5;-9;-9;1;1;3
41;Haiti;1987;553.55;213.63;-9;-9;1;1;3
41;Haiti;1988;344.92;180.7;-9;-9;1;1;3
